titre,auteur,langue,genre,description,annee,source
Provençal Literature & Language Including the Local History of Southern France,New York Public Library,français,France,Description non disponible,1925,http://books.google.com/books?id=FIgzAAAAIAAJ&dq=livre&hl=&source=gbs_api
British Museum Catalogue of printed Books,Inconnu,français,Non spécifié,Description non disponible,1890,https://play.google.com/store/books/details?id=ZdHDrhRHffgC&source=gbs_api
Défi Du Changement,"Canada. Parliament. House of Commons. Standing Committee on Canadian Heritage, Clifford Lincoln",français,Book industries and trade,"This report presents the results of a study of Canada's book industry, particularly the current circumstances of distribution, wholesaling and retailing. Chapter 2 presents an overview of book publishing in Canada and the role the Government of Canada plays in the industry. It also addresses publishing activity in Canada, its diversity and its profitability. Chapter 3 describes how books are distributed through a complex network of wholesalers, distributors, exclusive agents and bookstores. It also describes legislation related to publishing, including copyright, investment, tax, and business practice issues. Chapter 4 looks at how authors are paid and how their works are protected from improper exploitation. Chapter 5 looks at the role libraries play in the book industry. Chapter 6 examines the implications of printing on demand and of electronic books, and addresses some strategic options for government action to assist the industry.",2000,http://books.google.com/books?id=UHsnAQAAIAAJ&dq=livre&hl=&source=gbs_api
Recueil Des Traités,League of Nations,français,Treaties,Description non disponible,1936,http://books.google.com/books?id=p5g5AQAAIAAJ&dq=livre&hl=&source=gbs_api
Parliamentary Papers,Great Britain. Parliament. House of Commons,français,"Bills, Legislative",Description non disponible,1880,https://play.google.com/store/books/details?id=e00TAAAAYAAJ&source=gbs_api
First French Book After the Natural Method,James Henry Worman,français,French language,Description non disponible,1909,http://books.google.com/books?id=KDMBAAAAYAAJ&dq=livre&hl=&source=gbs_api
Sources and Forms of the French Instrumental Dance in the Sixteenth Century,Daniel Heartz,français,Dance music,Description non disponible,1981,http://books.google.com/books?id=fQMYAQAAIAAJ&dq=livre&hl=&source=gbs_api
"French, Grades Eight, Nine, Ten, Eleven and Twelve, Junior and Senior High School",Denver Public Schools,français,Education,Description non disponible,1925,http://books.google.com/books?id=2bA9Vu87AG0C&dq=livre&hl=&source=gbs_api
Webster's Dictionnaire Français Et Anglais,Roger J. Steiner,français,Foreign Language Study,Description non disponible,1980,http://books.google.com/books?id=Za_-czLR5q0C&dq=livre&hl=&source=gbs_api
Catalogue of the Liverpool Free Public Library ... Reference Department ...: Books received from Jan. 1871 to Dec. 1880,"Liverpool (England). Public Libraries, Museums, and Art Gallery",français,"Catalogs, Dictionary",Description non disponible,1881,https://play.google.com/store/books/details?id=8WRWAAAAYAAJ&source=gbs_api
The Reception of Christine de Pizan from the Fifteenth Through the Nineteenth Centuries,Glenda McLeod,français,Literary Criticism,"To understand Christine de Pizan's voice we must pay attention to the culture from which it spoke and the audiences to whom it was spoken. This collection attempts to address both concerns, partly to understand how and why Christine's work fell from discussion, partly to investigate how and why she has been so often misread, and finally to emphasize a fact amply documented but often ignored - that Christine de Pizan was an influential author for several centuries after her death, that she never completely disappeared, that we have, in truth, merely rediscovered her.",1991,http://books.google.com/books?id=eulcAAAAMAAJ&dq=livre&hl=&source=gbs_api
Histoire de Bordeaux,Charles Higounet,français,"Bordeaux (Aquitaine, France)",Description non disponible,1962,http://books.google.com/books?id=Dk8KAQAAIAAJ&dq=livre&hl=&source=gbs_api
"Statistische Monatschrift. Herausgegeben Vom Bureau Der K. K. Statistischen Central-Commission, Etc. Jahrg. 1-21",AUSTRIA. Oesterreichisches Statistisches Zentralamt,français,Non spécifié,Description non disponible,1890,https://play.google.com/store/books/details?id=EZ-dIoE7ycIC&source=gbs_api
"Bibliotheca Pepysiana: James M.R., Mediaeval manuscripts",Pepys Library,français,Early printed books,Description non disponible,1923,http://books.google.com/books?id=BW3pAAAAMAAJ&dq=livre&hl=&source=gbs_api
"The National Union Catalog, Pre-1956 Imprints",Inconnu,français,Union catalogs,Description non disponible,1968,http://books.google.com/books?id=NXsPAQAAMAAJ&dq=livre&hl=&source=gbs_api
Journal de Trévoux,Inconnu,français,Trévoux (France),Description non disponible,1968,http://books.google.com/books?id=9FXwAAAAMAAJ&dq=livre&hl=&source=gbs_api
Texte und Untersuchungen zur Geschichte der altchristlichen Literatur,Inconnu,français,Bible,Description non disponible,1973,http://books.google.com/books?id=z2vYAAAAMAAJ&dq=livre&hl=&source=gbs_api
"Business and Commerce Schools, International and National",Inconnu,français,Business education,Description non disponible,1902,http://books.google.com/books?id=VqnVZ7TzXNAC&dq=livre&hl=&source=gbs_api
Papers in General Linguistics,Jiří Krámský,français,Language Arts & Disciplines,"No detailed description available for ""Papers in General Linguistics"".",1976,http://books.google.com/books?id=aR1ZAAAAMAAJ&dq=livre&hl=&source=gbs_api
"Cahokia Records, 1778-1790",Cahokia (Ill.),français,Cahokia (Ill.),Description non disponible,1907,http://books.google.com/books?id=CsoPOupxe4wC&dq=livre&hl=&source=gbs_api
Supplementary Catalogue of Arabic Printed Books,British Museum. Department of Oriental Printed Books and Manuscripts,français,Arabic imprints,Description non disponible,1926,http://books.google.com/books?id=gdKEdaLE59oC&dq=livre&hl=&source=gbs_api
Advances in Functional Grammar,Simon C. Dik,français,Functional discourse grammar,Description non disponible,1983,http://books.google.com/books?id=4kJiAAAAMAAJ&dq=livre&hl=&source=gbs_api
French Terminologies in the Making,Harvey Julian Swann,français,French language,Description non disponible,1918,http://books.google.com/books?id=6kkTAAAAMAAJ&dq=livre&hl=&source=gbs_api
Publications,Inconnu,français,Mines and mineral resources,Description non disponible,1918,http://books.google.com/books?id=JrE0AQAAMAAJ&dq=livre&hl=&source=gbs_api
Canadian Children's Literature,Inconnu,français,"Children's literature, Canadian",Description non disponible,1994,http://books.google.com/books?id=0LALAQAAMAAJ&dq=livre&hl=&source=gbs_api
The Vulgate Version of the Arthurian Romances: Lestoire del Saint Graal. 1909,Heinrich Oskar Sommer,français,Arthurian romances,Description non disponible,1909,http://books.google.com/books?id=RWVDAAAAYAAJ&dq=livre&hl=&source=gbs_api
Catalog of the Avery Memorial Architectural Library of Columbia University,Avery Library,français,Architecture,Description non disponible,1958,http://books.google.com/books?id=781PAQAAMAAJ&dq=livre&hl=&source=gbs_api
"Catalogue, 1926-1968",Great Britain. Foreign Office. Library,français,History,Description non disponible,1972,http://books.google.com/books?id=aWIPAQAAMAAJ&dq=livre&hl=&source=gbs_api
London German Studies,University of London. Institute of Germanic Studies,français,German literature,Description non disponible,1973,http://books.google.com/books?id=HuZRAQAAIAAJ&dq=livre&hl=&source=gbs_api
"The National Union Catalog, 1952-1955 Imprints",Inconnu,français,American literature,Description non disponible,1961,http://books.google.com/books?id=WI6kSf8M_UMC&dq=livre&hl=&source=gbs_api
A Descriptive Catalogue of the Latin Manuscripts in the John Rylands Library at Manchester,"John Rylands Library, Montague Rhodes James",français,Illumination of books and manuscripts,Description non disponible,1921,http://books.google.com/books?id=9eVZAAAAYAAJ&dq=livre&hl=&source=gbs_api
Canada Gazette,Canada,français,Non spécifié,Description non disponible,1914,http://books.google.com/books?id=6klRAQAAMAAJ&dq=livre&hl=&source=gbs_api
National Union Catalog,Inconnu,français,Union catalogs,Description non disponible,1973,http://books.google.com/books?id=PAksAQAAIAAJ&dq=livre&hl=&source=gbs_api
International Hydrographic Bulletin,Inconnu,français,Hydrography,Description non disponible,1994,http://books.google.com/books?id=PUsdAQAAIAAJ&dq=livre&hl=&source=gbs_api
"Catalogue of the Educational Division of the South Kensington, Museum",South Kensington Museum,français,Education,Description non disponible,1860,http://books.google.com/books?id=YQ0phhszqXsC&dq=livre&hl=&source=gbs_api
International Review of Criminal Policy,Inconnu,français,Criminology,Description non disponible,1957,http://books.google.com/books?id=Ic682X3lceUC&dq=livre&hl=&source=gbs_api
Solfège des solfèges,Adolphe Danhauser,français,Sight-singing,Description non disponible,1923,http://books.google.com/books?id=TdXpZCeFZCoC&dq=livre&hl=&source=gbs_api
Supplemento ... agli Annali,Inconnu,français,Orient,Description non disponible,1990,http://books.google.com/books?id=E7diAAAAMAAJ&dq=livre&hl=&source=gbs_api
French Reader,Inconnu,français,French language,Description non disponible,1905,http://books.google.com/books?id=1v0RAAAAIAAJ&dq=livre&hl=&source=gbs_api
Aggression and Annexation,Milton E. Osborne,français,Cambodia,Description non disponible,1979,http://books.google.com/books?id=nYsxAQAAIAAJ&dq=livre&hl=&source=gbs_api
An Appendix to the Rowfant Library,Frederick Locker-Lampson,français,English poetry,Description non disponible,1900,http://books.google.com/books?id=y1xLAQAAMAAJ&dq=livre&hl=&source=gbs_api
Annual Report of the Librarian of Congress,Library of Congress,français,Non spécifié,Description non disponible,1920,http://books.google.com/books?id=aqVDAQAAMAAJ&dq=livre&hl=&source=gbs_api
Journal of the American Musicological Society,American Musicological Society,français,Electronic journals,Description non disponible,1960,http://books.google.com/books?id=2VcJAQAAMAAJ&dq=livre&hl=&source=gbs_api
Journal of Semantics,Inconnu,français,Electronic journals,Description non disponible,1982,http://books.google.com/books?id=T5tRAQAAIAAJ&dq=livre&hl=&source=gbs_api
Report of the Librarian of Congress and Report of the Superintendent of the Library Building and Grounds for the Fiscal Year Ending June 30 ...,Library of Congress,français,Non spécifié,Description non disponible,1920,http://books.google.com/books?id=wgIpAQAAIAAJ&dq=livre&hl=&source=gbs_api
The Modern Language Journal,Inconnu,français,Electronic journals,"Includes section ""Reviews"".",1919,http://books.google.com/books?id=W8f6dbY5XE8C&dq=livre&hl=&source=gbs_api
Fort Hare Papers,Inconnu,français,Non spécifié,Description non disponible,1979,http://books.google.com/books?id=vRQ8AQAAIAAJ&dq=livre&hl=&source=gbs_api
The Seigniorial System in Canada,William Bennett Munro,français,History,Description non disponible,1907,http://books.google.com/books?id=prcTAAAAYAAJ&dq=livre&hl=&source=gbs_api
"The Fluctuations of Gold, by Baron Alexander Von Humboldt...The Law of Payment, by Francois Grimaudet...tr. Into English, Rev. and Annotated by William Maude",Alexander von Humboldt,français,Gold,Description non disponible,1900,http://books.google.com/books?id=p1zZAAAAMAAJ&dq=livre&hl=&source=gbs_api
MLN.,Inconnu,français,"Philology, Modern",Description non disponible,1915,http://books.google.com/books?id=DCZHAQAAMAAJ&dq=livre&hl=&source=gbs_api
Nineteenth Century Short Title Catalogue,Avero Publications Limited,français,Reference,Description non disponible,1984,http://books.google.com/books?id=hh1VAAAAYAAJ&dq=livre&hl=&source=gbs_api
The Rowfant Library,Frederick Locker-Lampson,français,First editions,Description non disponible,1900,http://books.google.com/books?id=7-1HAQAAMAAJ&dq=livre&hl=&source=gbs_api
French-English dictionary of military terms and of other terms useful to officers,Inconnu,français,French language,Description non disponible,1919,http://books.google.com/books?id=5OlFAQAAIAAJ&dq=livre&hl=&source=gbs_api
French Studies in History: The departures,"Maurice Aymard, Harbans Mukhia",français,History,Description non disponible,1988,http://books.google.com/books?id=R-okAQAAMAAJ&dq=livre&hl=&source=gbs_api
Australian Journal of French Studies,Inconnu,français,French literature,Description non disponible,1966,http://books.google.com/books?id=sytcAAAAMAAJ&dq=livre&hl=&source=gbs_api
"Sonate a trois, pour flute, hautbois et piano, no. 5",John Lœillet,français,"Trio sonatas (Flute, oboe, continuo)",Description non disponible,1912,http://books.google.com/books?id=WrXhlgecZmQC&dq=livre&hl=&source=gbs_api
Cahiers Bibliographiques Des Lettres Québécoises,Inconnu,français,"Authors, French-Canadian",Description non disponible,1969,http://books.google.com/books?id=8Fu5AAAAIAAJ&dq=livre&hl=&source=gbs_api
The Jesuit Relations and Allied Documents,Jesuits,français,Canada,Description non disponible,1959,http://books.google.com/books?id=lrHIbbBnz0oC&dq=livre&hl=&source=gbs_api
The Jesuit Relations and Allied Documents,Reuben Gold Thwaites,français,Canada,Establishment of Jesuit missions: Abenaki ; Quebec ; Montreal ; Huron ; Iroquois ; Ottawa ; and Lousiana.,1900,http://books.google.com/books?id=5ecNAAAAIAAJ&dq=livre&hl=&source=gbs_api
Book and the book trade in eighteenth-century Europe,"Giles Barber, Bernhard Fabian",français,Almanacs,Description non disponible,1981,http://books.google.com/books?id=F5pBAAAAMAAJ&dq=livre&hl=&source=gbs_api
French for Children,Charles Wilson Colman,français,French language,Description non disponible,1955,http://books.google.com/books?id=k7iqLTQrpGMC&dq=livre&hl=&source=gbs_api
Ornament Prints in the Rijksmuseum II,"Peter Fuhring, Rijksmuseum (Netherlands)",français,Decoration and ornament,Description non disponible,2004,http://books.google.com/books?id=uZlIAQAAIAAJ&dq=livre&hl=&source=gbs_api
Renamo,Alex Vines,français,History,"""... this study will testify to the nature of Renamo's chaotic search for power as Mozambique moves from Afro-Marxist policies toward a more democratic multiparty state."" —Choice ""... an invaluable contribution to understanding why things are so bad and providing some glimmering of how a solution might be found... provides a uniquely useful light on Renamo's murky origins and the means by which it manages to sustain itself."" —Africa Analysis ""... Alex Vines has compiled the most comprehensive and balanced survey to date of the origins and evolution of the Mozambican counter-revolution."" —Third World Quarterly ""Vines' wide-ranging survey is still the first place to turn for well-documented details on both internal and external aspects of Renamo's war."" —International Journal of African Historical Studies ""... very informative... it is precisely 'everything you wanted to know about the MNR but were afraid to ask.' "" —Terence Ranger Vines's encyclopedic book provides essential information about this successful rebel movement which continues to be dangerous for the Mozambican government, even though South Africa has disengaged from its day-to-day operations.",1991,http://books.google.com/books?id=7PxyAAAAMAAJ&dq=livre&hl=&source=gbs_api
Briquet,Inconnu,français,Canada,Description non disponible,1978,http://books.google.com/books?id=NdhCFPwQOjgC&dq=livre&hl=&source=gbs_api
Women in the Middle Ages: A-J,"Katharina M. Wilson, Nadia Margolis",français,History,"The encyclopedia covers the myriad, experiences, and contributions of women in de medieval world.",2004,http://books.google.com/books?id=SS3aAAAAMAAJ&dq=livre&hl=&source=gbs_api
Byzantion,"Paul Graindor, Henri Grégoire",français,Byzantine Empire,"Includes section ""Comptes rendus"".",2005,http://books.google.com/books?id=sFFoAAAAMAAJ&dq=livre&hl=&source=gbs_api
Briquet,Inconnu,français,Canada,Description non disponible,1978,http://books.google.com/books?id=NdhCFPwQOjgC&dq=livre&hl=&source=gbs_api
The French Review,"James Frederick Mason, Hélène Harvitt",français,Electronic journals,Description non disponible,1976,http://books.google.com/books?id=uM84AAAAIAAJ&dq=livre&hl=&source=gbs_api
University of Toronto Quarterly,University of Toronto,français,Arts,Description non disponible,1895,http://books.google.com/books?id=Or5ojSuhLCMC&dq=livre&hl=&source=gbs_api
Historical Collections,Inconnu,français,Michigan,Description non disponible,1904,http://books.google.com/books?id=F_kWAQAAMAAJ&dq=livre&hl=&source=gbs_api
Saint Grégoire VII,Henri-Xavier Arquillière,français,Church history,Description non disponible,1934,http://books.google.com/books?id=a7hgAAAAMAAJ&dq=livre&hl=&source=gbs_api
Nicolas Bernier (1665-1734): Text,Philip Francis Nelson,français,"Part songs, Sacred",Description non disponible,1958,http://books.google.com/books?id=dhI3AQAAIAAJ&dq=livre&hl=&source=gbs_api
The Beautiful Duchess,Horace Bleackley,français,Great Britain,Description non disponible,1927,http://books.google.com/books?id=Ylc0AAAAIAAJ&dq=livre&hl=&source=gbs_api
Relatorio,Brazil. Ministerio da Viação e Obras Publicas,français,Non spécifié,Description non disponible,1908,http://books.google.com/books?id=lc81AQAAMAAJ&dq=livre&hl=&source=gbs_api
Annales Universitatis Scientiarum Budapestinensis de Rolando Eötvös Nominatae,Eötvös Loránd Tudományegyetem,français,Classical philology,Description non disponible,1979,http://books.google.com/books?id=k7LiAAAAMAAJ&dq=livre&hl=&source=gbs_api
IFLA Annual,International Federation of Library Associations,français,Library cooperation,Description non disponible,1976,http://books.google.com/books?id=rF7pAAAAMAAJ&dq=livre&hl=&source=gbs_api
Catalogue of the Printed Books in the Library of the British Museum,British Library,français,Non spécifié,Description non disponible,1946,http://books.google.com/books?id=V49GAQAAMAAJ&dq=livre&hl=&source=gbs_api
"The British Museum Catalogue of Printed Books, 1881-1900: Marl to Mendthal",British Museum. Department of Printed Books,français,English literature,Description non disponible,1946,http://books.google.com/books?id=I9SgAAAAMAAJ&dq=livre&hl=&source=gbs_api
Literature Criticism from 1400 to 1800,Inconnu,français,Criticism,Description non disponible,1999,http://books.google.com/books?id=rcVkAAAAMAAJ&dq=livre&hl=&source=gbs_api
Romance Languages Annual,Inconnu,français,Language and languages,Description non disponible,1998,http://books.google.com/books?id=039fAAAAMAAJ&dq=livre&hl=&source=gbs_api
Publication,Inconnu,français,International cooperation,Description non disponible,1912,http://books.google.com/books?id=DioiAQAAIAAJ&dq=livre&hl=&source=gbs_api
"A Catalogue of the Printed Books, Manuscripts, Autograph Letters Etc",Frederick Locker-Lampson,français,English poetry,Description non disponible,1900,http://books.google.com/books?id=0wdCAQAAMAAJ&dq=livre&hl=&source=gbs_api
"Music, Books on Music, and Sound Recordings",Library of Congress,français,Audio-visual materials,Description non disponible,1983,http://books.google.com/books?id=PgpXAAAAMAAJ&dq=livre&hl=&source=gbs_api
The Johns Hopkins University Studies in Historical and Political Science,Inconnu,français,History,Description non disponible,1929,http://books.google.com/books?id=mBM7AAAAIAAJ&dq=livre&hl=&source=gbs_api
Canadian Foreign Policy,Inconnu,français,Canada,Description non disponible,1985,http://books.google.com/books?id=z2BDAQAAIAAJ&dq=livre&hl=&source=gbs_api
Annual Report on Education Statistics in Canada,Canada. Dominion Bureau of Statistics,français,Education,Description non disponible,1923,http://books.google.com/books?id=PJnuVZaaZewC&dq=livre&hl=&source=gbs_api
Scientific Canadian Mechanics' Magazine and Patent Office Record,Canada. Patent Office,français,Copyright,Description non disponible,1911,http://books.google.com/books?id=5i0SAQAAMAAJ&dq=livre&hl=&source=gbs_api
Bulletin,Haiti. Département de l'agriculture et de l'enseignement professionel. Service technique,français,Agriculture,Description non disponible,1929,http://books.google.com/books?id=bG9_HGb9Bv8C&dq=livre&hl=&source=gbs_api
Niles' National Register,Inconnu,français,Non spécifié,Description non disponible,1829,http://books.google.com/books?id=VWwAAAAAYAAJ&dq=livre&hl=&source=gbs_api
"Library Catalog of the Metropolitan Museum of Art, New York","Metropolitan Museum of Art (New York, N.Y.). Library",français,Art,Description non disponible,1980,http://books.google.com/books?id=CYpFAQAAIAAJ&dq=livre&hl=&source=gbs_api
International Medieval Bibliography,Inconnu,français,"Civilization, Medieval","Indexes articles on medieval subjects in journals, Festschriften, conference proceedings, and collected essays. Covers all aspects of medieval studies within the period 450 to 1500 for Europe, the Middle East and North Africa. Citations classified by date, subject and location.",1998,http://books.google.com/books?id=5yTxJ4y_kCAC&dq=livre&hl=&source=gbs_api
A Catalogue of the Printed Books in the Library of the Honourable Society of the Middle Temple,Inns of Court (London). - Middle Temple. - Library,français,Law,Description non disponible,1914,http://books.google.com/books?id=Y4gzAQAAMAAJ&dq=livre&hl=&source=gbs_api
United States Cumulative Book Auction Records,Inconnu,français,Autographs,Description non disponible,1946,http://books.google.com/books?id=2cIPAQAAMAAJ&dq=livre&hl=&source=gbs_api
"Recording for the Blind & Dyslexic, ... Catalog of Books",Inconnu,français,Blind,Description non disponible,1996,http://books.google.com/books?id=QBvgAAAAMAAJ&dq=livre&hl=&source=gbs_api
Études rabelaisiennes,Inconnu,français,Non spécifié,Description non disponible,1983,http://books.google.com/books?id=At1cAAAAMAAJ&dq=livre&hl=&source=gbs_api
"Catalogue of the Valuable Library of the Late Benjamin Heywood Bright, Esq",Benjamin Heywood Bright,français,Book auctions,Description non disponible,1845,http://books.google.com/books?id=eWymk_5iUh8C&dq=livre&hl=&source=gbs_api
Proceedings and Transactions,Royal Society of Canada,français,Non spécifié,Description non disponible,1906,http://books.google.com/books?id=de4-AQAAMAAJ&dq=livre&hl=&source=gbs_api
"A Theological Book List of Works in English, French, German, Portuguese, Spanish",Inconnu,français,Theology,Description non disponible,1963,http://books.google.com/books?id=F4o7Gw7lkpwC&dq=livre&hl=&source=gbs_api
Arts & Humanities Citation Index,Inconnu,français,Arts,"A multidisciplinary index covering the journal literature of the arts and humanities. It fully covers 1,144 of the world's leading arts and humanities journals, and it indexes individually selected, relevant items from over 6,800 major science and social science journals.",1975,http://books.google.com/books?id=k6PiAAAAMAAJ&dq=livre&hl=&source=gbs_api
Canadian Art,Inconnu,français,Art,Description non disponible,1959,http://books.google.com/books?id=Q3VReHInAs4C&dq=livre&hl=&source=gbs_api
Canadian Ayrshire Herd Book,Canadian Ayrshire Breeders' Association,français,Ayrshire cattle,Description non disponible,1919,http://books.google.com/books?id=VqFOAAAAYAAJ&dq=livre&hl=&source=gbs_api
Bibliotheca Lindesiana ...,James Ludovic Lindsay Earl of Crawford,français,Bibliography,Description non disponible,1910,http://books.google.com/books?id=xgk4AQAAMAAJ&dq=livre&hl=&source=gbs_api
Journal Des Instituteurs,Inconnu,français,"Education, Elementary",Description non disponible,1950,http://books.google.com/books?id=sKkmAQAAIAAJ&dq=livre&hl=&source=gbs_api
Graphis,Inconnu,français,Art,Description non disponible,1998,http://books.google.com/books?id=bVlUAAAAMAAJ&dq=livre&hl=&source=gbs_api
Ignace Pleyel,Rita Benton,français,Juvenile Nonfiction,"This catalogue was first envisaged as a biography of Pleyel, with the traditional appended list of works plus an account of the music publishing enterprise he founded after he left Strasbourg to settle in Paris. As the project progressed, however, it became obvious that the vast number of Pleyel's compositions, together with the detailed documentation needed to clarify the interrelationships of the numerous arrangements and variants, required a separate publication. It was equally clear that the authoritative biography could not be written until the snarled web of his works was untangled and the compositions identified with more precision than had been previously attempted. The time had unquestionably arrived to, abandon the helplessness and resignation evinced by scholars for over a century when confronted with the ordering of Pleyel's oeuvre. It had to be faced head on",1977,http://books.google.com/books?id=CiMKAQAAMAAJ&dq=livre&hl=&source=gbs_api
Catalogue of the Printed Books in the Library of the University of Edinburgh,Edinburgh University Library,français,Library catalogs,Description non disponible,1918,http://books.google.com/books?id=3lUPAQAAMAAJ&dq=livre&hl=&source=gbs_api
Guide to Microforms in Print,Inconnu,français,Microcards,Description non disponible,1995,http://books.google.com/books?id=dU8bAQAAMAAJ&dq=livre&hl=&source=gbs_api
Conversational French,Frank R. Le Roux,français,French language,Description non disponible,1918,http://books.google.com/books?id=570vAQAAMAAJ&dq=livre&hl=&source=gbs_api
"Journal de physique, théorique et appliquée",Inconnu,français,French periodicals,Description non disponible,1977,http://books.google.com/books?id=LuUUAQAAMAAJ&dq=livre&hl=&source=gbs_api
India Rubber World,Inconnu,français,Rubber,Description non disponible,1927,http://books.google.com/books?id=v6XTDCqKIHkC&dq=livre&hl=&source=gbs_api
The Canadian Record of Performance for Pure Bred Dairy Cattle,Canada. Department of Agriculture. Production Service,français,Cattle,Description non disponible,1947,http://books.google.com/books?id=gdJIAAAAYAAJ&dq=livre&hl=&source=gbs_api
Trois sonatines pour piano,Maurice Emmanuel,français,Piano music,Description non disponible,1923,http://books.google.com/books?id=f053e3m9Pr4C&dq=livre&hl=&source=gbs_api
The New International Encyclopædia,Inconnu,français,Encyclopedias and dictionaries,Description non disponible,1925,http://books.google.com/books?id=qSkiAQAAIAAJ&dq=livre&hl=&source=gbs_api
"Biographie Universelle, Ancienne Et Moderne",Inconnu,français,Biography,Description non disponible,1843,http://books.google.com/books?id=UqUxvricnhgC&dq=livre&hl=&source=gbs_api
Angela Grauerholz,"Martha Hanna, Angela Grauerholz, Marnie Fleming, Olivier Asselin, Canadian Museum of Contemporary Photography",français,Art,Description non disponible,2010,http://books.google.com/books?id=s5FLAQAAIAAJ&dq=livre&hl=&source=gbs_api
"Catalogue of the London Library, St. Jame's Square",London Library,français,Library catalogs,Description non disponible,1903,http://books.google.com/books?id=BsbGOzJLCU0C&dq=livre&hl=&source=gbs_api
"The Bricklayer, Mason and Plasterer",Inconnu,français,Bricklayers,Description non disponible,1911,http://books.google.com/books?id=49rmAAAAMAAJ&dq=livre&hl=&source=gbs_api
"Government of Canada Publications, Quarterly Catalogue",Inconnu,français,Canada,Description non disponible,1979,http://books.google.com/books?id=jwnegtTMxHsC&dq=livre&hl=&source=gbs_api
List of Documents and Publications in the Field of Mass Communication,Unesco,français,Communication,Description non disponible,1984,http://books.google.com/books?id=8v34Ll55N8gC&dq=livre&hl=&source=gbs_api
A New French-English and English-French Dictionary,"Ebenezer Clifton, Adrien Grimaux, J. McLaughlin",français,English language,Description non disponible,1923,http://books.google.com/books?id=Xz95eiESjAkC&dq=livre&hl=&source=gbs_api
"Christine de Pizan's ""Epistre Othéa""","Sandra L. Hindman, Pontifical Institute of Mediaeval Studies",français,Church history,Description non disponible,1986,http://books.google.com/books?id=xDlpAAAAMAAJ&dq=livre&hl=&source=gbs_api
Writings on American History,Inconnu,français,America,Description non disponible,1922,http://books.google.com/books?id=w3SfbNVyATMC&dq=livre&hl=&source=gbs_api
Glossaire de L'économie de L'OCDE,Organisation for Economic Co-operation and Development,français,Business & Economics,"The OECD Glossary of Economics, which is the fruit of the every day work of the OECD’s translators and experts, is designed to be an essentially pragmatic reference tool. This updated and expanded edition of the 1992 Glossaire de l’économie anglais-français contains some 30 000 terms and expressions, covering a wide range of subject areas: general economics, statistics, finance and banking, trade, management, accounting, insurance, manpower and employment, development and tax. The glossary also explores new fields, such as money laundering and financial engineering. It gives brief descriptions of four specialist areas (financial analysis, money laundering, credit derivatives and transfer prices) and the English equivalents of the basic concepts. It will provide a valuable service for anyone required to read and draft in English or French - economists, journalists, translators, interpreters, teachers and students.",2006,http://books.google.com/books?id=0JUG6ktuEjsC&dq=livre&hl=&source=gbs_api
"RACAR, Revue D'art Canadienne",Inconnu,français,Art,Description non disponible,2003,http://books.google.com/books?id=KEXrAAAAMAAJ&dq=livre&hl=&source=gbs_api
New International Encyclopedia,Inconnu,français,Encyclopedias and dictionaries,Description non disponible,1915,http://books.google.com/books?id=cBYoAAAAYAAJ&dq=livre&hl=&source=gbs_api
Subject Index of Modern Books Acquired,British Library,français,Non spécifié,Description non disponible,1961,http://books.google.com/books?id=XbsRAQAAMAAJ&dq=livre&hl=&source=gbs_api
The New International Encyclopaedia,Inconnu,français,Encyclopedias and dictionaries,Description non disponible,1928,http://books.google.com/books?id=zoUPAQAAIAAJ&dq=livre&hl=&source=gbs_api
A Catalogue of Music and Books on Music,Kenneth Mummery (Firm),français,Booksellers' catalogs,Description non disponible,1971,http://books.google.com/books?id=UgYMAQAAMAAJ&dq=livre&hl=&source=gbs_api
Canadian Labour,Inconnu,français,Labor,Description non disponible,1970,http://books.google.com/books?id=CKZpAAAAMAAJ&dq=livre&hl=&source=gbs_api
"Dictionary Catalog of the Research Libraries of the New York Public Library, 1911-1971",New York Public Library. Research Libraries,français,Library catalogs,Description non disponible,1979,http://books.google.com/books?id=RRUPAQAAMAAJ&dq=livre&hl=&source=gbs_api
Power House,Inconnu,français,Mechanical engineering,Description non disponible,1926,http://books.google.com/books?id=xShJ2eUm8ooC&dq=livre&hl=&source=gbs_api
Belgium,Inconnu,français,Belgium,Description non disponible,1941,http://books.google.com/books?id=EFXM7CHq_F4C&dq=livre&hl=&source=gbs_api
Bulletin of the New York Public Library,New York Public Library,français,Bibliography,"Includes its Report, 1896-19 .",1917,http://books.google.com/books?id=-_NGAQAAMAAJ&dq=livre&hl=&source=gbs_api
"The British Museum Catalogue of Printed Books, 1881-1900",British Museum. Department of Printed Books,français,English literature,Description non disponible,1946,http://books.google.com/books?id=CjxEAAAAYAAJ&dq=livre&hl=&source=gbs_api
... Catalogue of Printed Books,British Museum. Department of Printed Books,français,English literature,Description non disponible,1903,http://books.google.com/books?id=_5ghAQAAMAAJ&dq=livre&hl=&source=gbs_api
Deuxième Sonate,Gabriel Fauré,français,Sonatas (Cello and piano),Description non disponible,1922,http://books.google.com/books?id=UesXipJHQdUC&dq=livre&hl=&source=gbs_api
Dictionary Catalog of the Music Collection,New York Public Library. Reference Department,français,Music,Description non disponible,1964,http://books.google.com/books?id=urAgAQAAMAAJ&dq=livre&hl=&source=gbs_api
Essays in French Literature,Inconnu,français,French literature,Description non disponible,1974,http://books.google.com/books?id=5GIgAQAAMAAJ&dq=livre&hl=&source=gbs_api
